epoch,train_loss
1,2.1741934882269964
2,1.7183388438489702
3,1.5925907360182867
4,1.518377873632643
5,1.4571225808726416
6,1.4012467828061845
7,1.349934356080161
8,1.30850178665585
9,1.2716447876559362
10,1.2451216644710965
11,1.2264489895767636
12,1.2109234498606787
13,1.1952397690878973
14,1.1864833136399586
15,1.1683812273873224
16,1.1596105529202356
17,1.151228967640135
18,1.1441499359077878
19,1.1348499324586656
20,1.125812119907803
21,1.1206071045663621
22,1.1128275493780773
23,1.1026128033796947
24,1.0971618294715881
25,1.0943037337727017
26,1.0877059433195326
27,1.0842698978053198
28,1.0725850893391504
29,1.0709001984861162
30,1.0637310031387541
