epoch,train_loss
1,1.8874889389376774
2,1.5657985065584985
3,1.49760130521293
4,1.4512524627079473
5,1.4197429853064991
6,1.3889650808316525
7,1.3659973701584005
8,1.3428297577617325
9,1.3233595150653448
10,1.3050207100181936
11,1.291015047893346
12,1.276687620956207
13,1.2671902124012742
14,1.25675021933618
15,1.2455163893298569
16,1.2348728714702286
17,1.2271669189506602
18,1.2202724619446514
19,1.2129793233960589
20,1.2054000658409618
21,1.1991433395403568
22,1.1915095532051871
23,1.1828021824916946
24,1.1798201376032607
25,1.1732158683170781
26,1.1678154513100598
27,1.1631755817716367
28,1.1569298271820925
29,1.1541831627070347
30,1.148267047427525
