selfies,smiles
[N][=C][Branch2][Ring1][#Branch1][C][C][S][C][=N][N][Branch1][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][N][=Ring1][N][S][C][=Ring2][Ring1][C],N=C(CCSC1=NN(C2=CC=C(C)C=C2)CN1)SC
[C][=N][C][=C][N][Ring1][Branch1][C][N][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][C][C@@H1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][O][C][N][=C][Ring2][Ring1][Branch1],C1=NC2=CN1CN(C(=O)N3C[C@@H1](C4=CC=CC=C4)N=C3)CN=C2
[C][Branch2][Ring1][N][N][C][=Branch1][C][=O][C][=C][Branch1][#Branch1][C][=C][N][=C][Ring1][=Branch1][N][=C][Ring1][O][N][C][Branch1][C][C][=N][N][Branch1][C][C][C][=Ring1][#Branch1][=O][C],C(N1C(=O)C2=C(C=CN=C2)N=C1N3C(C)=NNC)C3OC
[O][=C][Branch2][Ring1][Ring2][C][N][C][=Branch1][C][=O][C][C][C][C][=N][C][C][Branch1][=Branch1][C][Branch1][C][O-1][=O][=C][Ring1][=Branch2][C][=Ring1][S][N][C][=C][C][=C][C][Branch1][Ring1][O][C][=C][Ring1][=Branch2],O=C(C=1NC(=O)CCC2C=NCCC([O-1])=O)C2C=1N3C=CC=CC(OC)=C3
[N][C][Branch1][#C][C][O][C][=C][Branch1][C][F][C][Branch1][C][Cl][=C][Ring1][Branch2][=C][N][Ring1][C][C][C][=N][N][Branch1][C][C][N][=C][C][=Ring1][=Branch1][C],NC(C1OC=C(F)C(Cl)=C1)=C=NCC=NN(C)N=CCC
[O][=C][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][=C][N][Branch1][C][C][N][=C][Ring1][=Branch1][C],O=C(C1CCCCC1)C2=CN(C)N=C2C
[C][=N][N][C][=C][C][Branch2][Ring1][=Branch1][C][C][N][C][=Branch1][C][=O][C][C@H1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][N][=C][Branch1][C][N][C][=Ring2][Ring1][Ring2],C=NNC1=CC(CCN2C(=O)C[C@H1](C3=CC=CC=C3)C2)=C(N)C1
[C][=C][C][=C][N][Branch2][Ring2][=Branch2][C][Branch2][Ring1][Ring2][N][C][C@@H1][Branch1][=Branch2][C][=C][C][=C][N][=C][Ring1][=Branch1][C][Ring1][=N][=O][=O][=C][C][=Ring2][Ring1][Ring1][C][=C][C][=C][Ring2][Ring1][Branch2],C=1=CC=C2NC(NC[C@@H1](C3=CC=CN=C3)C2=O)C=1C=CC=C
[C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][C][Branch2][Ring1][S][C@H1][C][N][Branch1][=N][C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][=O][C][Ring1][=C][=O][=C][C][=C][Ring2][Ring1][=Branch2],C(C(=O)[O-1])=C1C[C@H1]CN(C(C2=CC=NC=C2)=O)C1=O
[C][N][Branch1][C][C][C][Branch2][Ring1][Ring2][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C][C][C][Branch1][C][C][C][C][Ring1][#Branch1][C][C][C][Ring1][=C][=C][C][=C][Ring2][Ring1][=Branch1][C][=Branch1][C][=O][O-1],C1N(C)C(N[C@@H1](C)C(=O)N2CCC(C)CC2)CCC=CC=C1C(=O)[O-1]
[C][Branch2][Ring1][Branch2][C][C][=C][Branch1][#C][C][=Branch1][C][=O][N][C][C@@H1][Branch1][C][C][O][C][=C][C][=Ring1][=Branch1][C][C][Ring1][S][C][=C][C][=C][S][Ring1][Branch1],C1(CC=C1C(=O)NC[C@@H1](C)OC=CC)C2=CC=CS2
[O][=C][Branch2][Ring1][#Branch2][N][C][C@H1][C][N][Branch1][=C][C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][Branch1][Ring1][C][C][=O][N][=N][Ring1][P][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1],O=CNC[C@H1]CN(CC=C(F)C=CCCC)ON=N
[C][=C][N][=C][Branch2][Ring1][O][C][N][C][=Branch1][C][=O][C][O][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][O][C@H1][Ring1][=Branch2][C][=C][Ring2][Ring1][Ring1],C1=CN=CCNC(=O)CO[C@@H1](C(=O)[O-1])O[C@H1]C=C1
[O][=C][C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][=N][N][Ring1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][F],O=CC(C1=CC=NC=C1)=NNC2=CC=CC=C2F
[C][Branch1][Ring1][O][C][=C][Branch1][C][C][C][=C][Ring1][Branch2][N][C][=Branch1][C][=O][C][C][=Branch1][C][=O][N][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],C1(OC)=C(C)C=C1NC(=O)CC(=O)NCC2=CC=C(F)C=C2
[C][=C][Branch2][Ring1][#Branch2][O][C@@H1][Branch1][Ring1][N][#N][C][C@@H1][Branch1][C][O][C][O][C@H1][Branch1][C][O][C][N][S][=Branch1][C][=O][=Branch1][C][=O][Ring2][Ring1][Ring1][C][=C][C][=C][C][=C][Ring1][=Branch1],C#CO[C@@H1](N=N)C[C@@H1](O)CO[C@H1](O)CNS(=O)=O
[C][Branch1][C][O-1][=C][Branch2][Ring1][Ring2][N][C][C][=C][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1][C][Branch1][=Branch1][C][Branch1][C][O-1][=O][=N][N][Ring1][=Branch2][C][Ring1][P][=O],C([O-1])=C(NCC1=CC(C)=C2C=C1CC([O-1])=O)NN2C=O
[O][=C][NH1][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][N][C][C][=N][N][Branch1][S][C][=C][Branch1][=Branch1][C][Branch1][C][C][=O][C][=C][Ring1][=Branch2][C][=Ring1][=N],O=C1[NH1]C=C([N+1](=O)[O-1])C=C1N2CC=NNC=C(C(C)=O)C=CC2
[N][C][C][C][Branch2][Ring1][#C][C][=Branch1][C][=O][C@@H1][Branch1][=Branch1][C][Branch1][C][N][=O][N][Branch1][C][C][C][=Ring1][=Branch2][C][C][N][C][=C][NH1][C][=Ring1][Branch1],NCCCC(=O)[C@@H1](C(N)=O)N(C)CCCN1C=C[NH1]C1
[N][N][Branch1][C][C][C][C][=C][Branch1][=Branch1][C][Branch1][C][O-1][=O][C][=C][Ring1][=Branch2],NN(C1)CC=C(C([O-1])=O)C=C1
[N][Branch2][Ring1][Ring1][C][C][C][N][Branch1][Branch2][C][Branch2][Ring1][Branch2][C][=N][N][Ring1][Branch1][C][Branch1][Branch2][N][C][=Branch1][C][=O][C][C][C][Ring1][O][=N][N][=Ring1][#C][C][C][C][Ring2][Ring1][#Branch1],N1(CCC=2N3C4C=NN3C(NC(=O)CC)C4=NN=2)CC1
[N][Branch1][C][C][C][=N][C][C][O][C][=C][Branch1][O][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=N][=O],N(C)C=NCCOC=C(NC(=O)C1=CC=CC)C1C=O
[N][Branch1][C][C][C][Branch2][Ring1][=Branch1][N][N][=N][N][Branch1][C][C][C][=Branch1][C][=O][N][Ring1][=Branch1][C][C][=C][Ring1][S][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=N][C][=Ring2][Ring1][Branch1],N1(C)C(NN=NN(C)C(=O)NCC=C1CC(=O)[O-1])=NC
[C][=C][C][=C][C][Branch1][=N][N][C][=Branch1][C][=O][NH1][C][=C][Ring1][=Branch1][=O][=C][N][Ring1][S][C][C][Branch1][#C][N][C][C@@H1][Branch1][C][C][N][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][Ring2][Ring1][#C],C12=CC=CC(N3C(=O)[NH1]C=C3OC)N1CC(NC[C@@H1](C)NC(=O)CC4=C)C=CC=C4N2
[N][Branch2][Ring1][Ring1][C][Branch1][#C][N][C][C][C][C][Branch1][C][Cl][=N][C][=N][N][Ring1][=Branch1][C][C][O][Ring1][#C][C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][N],N1(C(NCCCC(Cl)=NC=NN)C)CO1
[O][=C][Branch1][C][C][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C@H1][Ring1][=N][C][S][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=Ring1][O],O=C(C1)CN(CC2=CC=CC=C2)CC[C@H1]1C=3SC=C(C4=CC=CC=C4)N=3
[C][Branch1][=Branch2][C][=C][N][=C][C][=C][Ring1][=Branch1][=N][N][=C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][=O][C][=N][NH1][C][=Ring2][Ring1][C][O-1],C(C1=CN=CC=C1)=NN=C(N2CCCCC2)OC=N[NH1]C[O-1]
[C][Branch2][Ring1][N][C][C][C][=C][C][=C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][C][C][C@H1][Branch1][C][O-1][C][Ring1][#Branch1][=O][C][=C][Ring1][P][C][=C][C][=C][Ring2][Ring1][#Branch1],C1(CCC=CC=CC(=O)N2CCC[C@H1]([O-1])C2=O)PC=CC=C1
[C][Branch2][Ring2][=Branch2][C][=N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][Branch1][S][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][Ring2][Ring1][Ring1][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],C(C=NC1=CC=CC(=C1)N(C(=O)C2=CC=C(C)C=C2)C(=O)NC3=C)C=C(F)C=C3
[C][N][C][=C][Branch1][=Branch2][C][=C][C][Ring1][=Branch1][=O][C@@H1][C][N][Branch2][Ring1][Branch1][C][Branch1][S][N][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=O][=O][C][=C][Ring1][=Branch2][=O],CN1C=C(C=CC1=O)NC(NC([N+1](=O)[O-1])=O)=O
[C][N][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Ring1][O],CN1C(=O)CC2=CC=CC=C2C1
[C][Branch2][Ring1][=Branch2][C][N][C][Branch1][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][=O][=N][C][C][N][Branch1][C][C][C][=Ring1][P][C][=C][C][=C][C][=C][Ring1][=Branch1],C(CNC(C1=CC=C(C)C=C1)=O)#CC2=CC=CC=C2
[O-1][C][=Branch1][C][=O][N][Branch2][Ring1][O][C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=Ring1][O][C][C@@H1][Branch1][Ring1][O][C][C][Branch1][C][C][=N][C][=N][Ring1][P][C][=Branch1][C][=O][N],[O-1]C(=O)N(CC=C(C1=CC=CC=C1)N)NC=N
[C][C][Branch2][Ring1][Ring2][C][N][C][N][Branch1][=Branch2][C][=Branch1][C][=O][C][C][C][Ring1][#Branch2][=C][Branch1][C][O][N][=C][Ring1][P][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][N][Branch1][C][C][C][=Ring1][=Branch2],C1C2(CNCN(C(=O)CCC2)CO)N=C1C=C(C(C)C)N(C)C
[C][Branch2][Ring2][#Branch1][C][N][=N][N][=C][Ring1][Branch1][C][Branch2][Ring1][C][N][C][C][N][Branch1][#Branch1][C][C][Branch1][C][F][F][C][Ring1][#Branch2][Branch1][C],CC1N=NN=C1C2NCCN(CC(F)F)C2
[C][Branch2][Ring1][Ring2][C][=C][C][Branch1][#Branch1][O][C][C][Branch2][Ring1][C][C][N][C][Branch1][=Branch2][C][=C][N][=C][C][=C][Ring1][=Branch1][=N][Ring1][O][=O][=N][N][=Ring2][Ring1][Ring1],C1(C=CCOCC2CNC(C3=CN=CC=C3)=N2)=NN1
