epoch,train_loss
1,1.3464330434799194
2,1.0418802738189696
3,0.9060735651424953
4,0.8429404565266201
5,0.8148476617676871
6,0.7864297509193421
7,0.7629382048334394
8,0.7466727716582162
9,0.7295391287122454
10,0.7118320652416774
11,0.69988591500691
12,0.6875246797289167
13,0.6799998147147043
14,0.6669820921761649
15,0.6562878165926253
16,0.6478057197162084
17,0.6366104194096156
18,0.6324157953262329
19,0.6279196875435965
20,0.6179464272090367
21,0.6131021431514195
22,0.605603415625436
23,0.6018585409436907
24,0.5947151422500611
25,0.5884047491209847
26,0.5836419463157654
27,0.5776883585112436
28,0.5722464203834534
29,0.5678270646503993
30,0.5681280868394034
31,0.5606333783694676
32,0.5556669252259391
33,0.5518983432224819
34,0.5465003796986171
35,0.5435200665678297
36,0.5419374448912484
37,0.5340820670127868
38,0.5300026731831687
39,0.529423120192119
40,0.5249551372868674
41,0.5208586139338357
42,0.5189224251679012
43,0.513768174818584
44,0.5148555397987366
45,0.5094733314854758
46,0.5087739135537829
47,0.5026426945413862
48,0.5027548832552774
49,0.49656127861567906
50,0.492945568050657
