epoch,train_loss
1,1.5955221984121535
2,1.347465329700046
3,1.2451322740978665
4,1.1773273646831512
5,1.1185025258196726
6,1.0654860585927963
7,1.0202315350373585
8,0.9760836644305123
9,0.9468717906210158
10,0.9203030781613456
11,0.9003386116690106
12,0.8893156498670578
13,0.8703134275145001
14,0.857320154706637
15,0.8453682843181822
16,0.831412116686503
17,0.8272357202238507
18,0.8146865831481086
19,0.8060805234644148
20,0.8012121998601489
21,0.7922051681412591
22,0.7861737940046523
23,0.7833321740229925
24,0.7695578088363012
25,0.769423257973459
26,0.7633241895172331
27,0.7613808860381445
28,0.7506237609518899
29,0.7498835523923238
30,0.7441914661063088
