epoch,train_loss
1,1.343901688711984
2,1.0405271734510149
3,0.9064834373337882
4,0.8478667276246207
5,0.8131556289536612
6,0.7833162461008344
7,0.7605790904590062
8,0.7456330060958862
9,0.7286308407783508
10,0.7142394593783787
11,0.6989818215370178
12,0.6890125223568507
13,0.6773878880909511
14,0.6661785636629377
15,0.65806017773492
16,0.6507658617837089
17,0.6424614548683166
18,0.635868649823325
19,0.6299243978091649
20,0.6226054668426514
21,0.613549952847617
22,0.60606107541493
23,0.5985653076853071
24,0.5943552306720189
25,0.5899508305958339
26,0.58345331123897
27,0.5798789279801505
28,0.5733825411115374
29,0.5689032401357378
30,0.5667423963546753
